No.,Symbol,Company Name,Market Cap,Stock Price,% Change,Revenue,Volume,Industry,Sector,Net Income,FCF,Net Cash,Rev. Growth
173,GEN,Gen Digital Inc.,16.29B,26.43,-3.36%,3.90B,"2,303,112",Software - Infrastructure,Technology,3.12%,641.00M,2.13B,-7.65B
174,ULTA,"Ulta Beauty, Inc.",16.29B,359.47,-2.94%,11.30B,"1,053,344",Specialty Retail,Consumer Discretionary,0.79%,1.20B,964.15M,-1.22B
175,TRMB,Trimble Inc.,16.10B,65.52,-3.62%,3.68B,"1,409,556",Scientific & Technical Instruments,Technology,-3.04%,1.50B,497.80M,-775.20M
176,CASY,"Casey's General Stores, Inc.",16.04B,432.00,0.30%,15.55B,"326,014",Specialty Retail,Consumer Discretionary,6.56%,535.23M,523.57M,-2.73B
177,NWS,News Corporation,15.66B,29.66,-1.98%,10.25B,"761,312",Entertainment,Communication Services,13.34%,414.00M,663.00M,-1.16B
178,DLTR,"Dollar Tree, Inc.",15.65B,72.75,-5.46%,17.58B,"9,029,247",Discount Stores,Consumer Staples,4.75%,-3.03B,1.56B,-6.57B
179,EVRG,"Evergy, Inc.",15.61B,67.87,0.82%,5.85B,"1,599,138",Utilities - Regulated Electric,Utilities,6.16%,873.50M,-352.90M,-14.19B
180,CG,The Carlyle Group Inc.,15.43B,43.15,-4.30%,4.74B,"1,703,593",Asset Management,Financials,95.78%,1.02B,-,-7.40B
181,DPZ,"Domino's Pizza, Inc.",15.34B,447.12,-5.13%,4.71B,"769,660",Restaurants,Consumer Discretionary,5.07%,584.17M,512.01M,-5.01B
182,FFIV,"F5, Inc.",15.21B,263.88,-2.30%,2.89B,"475,761",Software - Infrastructure,Technology,3.02%,594.84M,800.45M,876.58M
183,NWSA,News Corporation,15.08B,26.59,-1.30%,10.25B,"3,193,612",Entertainment,Communication Services,13.34%,414.00M,663.00M,-1.16B
184,SMMT,Summit Therapeutics Inc.,14.99B,20.32,-1.36%,-,"1,684,202",Biotechnology,Healthcare,-,-221.32M,-142.25M,405.13M
185,LINE,"Lineage, Inc.",14.95B,58.98,-1.50%,5.34B,"1,040,260",REIT - Industrial,Real Estate,-0.04%,-706.00M,-,-7.17B
186,ARCC,Ares Capital Corporation,14.85B,22.11,-1.12%,2.99B,"5,011,931",Asset Management,Financials,14.38%,1.52B,-,-13.15B
187,AFRM,"Affirm Holdings, Inc.",14.79B,46.20,-2.49%,2.80B,"4,942,015",Software - Infrastructure,Technology,46.27%,-198.93M,613.01M,-6.26B
188,JBHT,"J.B. Hunt Transport Services, Inc.",14.61B,146.12,-3.10%,12.09B,"782,061",Integrated Freight & Logistics,Industrials,-5.79%,570.89M,617.78M,-1.74B
189,SFM,"Sprouts Farmers Market, Inc.",14.57B,147.76,-0.37%,7.72B,"1,005,725",Grocery Stores,Consumer Staples,12.90%,380.60M,414.84M,-1.41B
190,ICLR,ICON Public Limited Company,14.46B,179.07,-0.58%,8.28B,"1,217,553",Diagnostics & Research,Healthcare,1.99%,791.47M,1.12B,-3.06B
191,MDB,"MongoDB, Inc.",14.45B,178.03,-5.62%,2.01B,"2,875,457",Software - Infrastructure,Technology,19.22%,-129.07M,120.64M,2.26B
192,ZBRA,Zebra Technologies Corporation,14.43B,280.79,-1.53%,4.98B,"278,640",Communication Equipment,Technology,8.66%,528.00M,954.00M,-1.46B
193,FUTU,Futu Holdings Limited,14.29B,103.62,-5.53%,1.54B,"1,998,011",Capital Markets,Financials,31.60%,700.75M,-,9.28B
194,GLPI,"Gaming and Leisure Properties, Inc.",14.27B,50.40,-0.18%,1.53B,"841,872",REIT - Specialty,Real Estate,6.33%,784.16M,-,-7.58B
195,DUOL,"Duolingo, Inc.",14.25B,315.00,-5.39%,748.02M,"875,757",Software - Application,Technology,40.84%,88.57M,273.40M,821.90M
196,PAA,"Plains All American Pipeline, L.P.",14.22B,20.21,0.60%,50.07B,"1,813,065",Oil & Gas Midstream,Energy,2.79%,514.00M,1.87B,-7.65B
197,WDC,Western Digital Corporation,14.13B,40.62,-3.08%,15.60B,"3,710,768",Computer Hardware,Technology,38.59%,1.21B,436.00M,-5.42B
198,INSM,Insmed Incorporated,14.12B,77.99,0.39%,363.71M,"950,337",Biotechnology,Healthcare,19.17%,-913.77M,-705.81M,123.88M
199,RIVN,"Rivian Automotive, Inc.",14.03B,12.41,-4.69%,4.97B,"35,829,771",Auto Manufacturers,Consumer Discretionary,12.09%,-4.75B,-2.86B,2.70B
200,ITCI,"Intra-Cellular Therapies, Inc.",14.02B,131.81,0.05%,680.85M,"1,500,163",Drug Manufacturers - Specialty & Generic,Healthcare,46.62%,-74.68M,-73.50M,984.09M
201,UTHR,United Therapeutics Corporation,13.79B,306.97,-0.34%,2.88B,"223,152",Biotechnology,Healthcare,23.63%,1.20B,1.08B,4.40B
202,HOLX,"Hologic, Inc.",13.76B,61.32,-1.60%,4.04B,"1,059,162",Medical Instruments & Supplies,Healthcare,1.76%,744.00M,1.13B,-562.00M
203,FSLR,"First Solar, Inc.",13.63B,127.32,0.57%,4.21B,"3,083,738",Solar,Technology,26.75%,1.29B,-308.08M,1.07B
204,BMRN,BioMarin Pharmaceutical Inc.,13.63B,71.44,-1.91%,2.85B,"1,245,484",Biotechnology,Healthcare,17.97%,426.86M,487.42M,503.74M
205,ENTG,"Entegris, Inc.",13.43B,88.74,-4.11%,3.24B,"2,662,228",Semiconductor Equipment & Materials,Technology,-8.02%,292.79M,316.12M,-3.73B
206,TER,"Teradyne, Inc.",13.39B,82.78,-3.38%,2.82B,"2,363,753",Semiconductor Equipment & Materials,Technology,5.37%,542.37M,474.08M,647.17M
207,REG,Regency Centers Corporation,13.26B,72.87,0.66%,1.50B,"776,719",REIT - Retail,Real Estate,9.74%,386.74M,-,-4.58B
208,LOGI,Logitech International S.A.,13.10B,86.95,-1.86%,4.56B,"688,385",Computer Hardware,Technology,7.28%,655.08M,898.35M,1.41B
209,JKHY,"Jack Henry & Associates, Inc.",13.02B,178.59,-0.41%,2.27B,"317,343",Information Technology Services,Technology,5.23%,405.21M,472.78M,-180.04M
210,SOFI,"SoFi Technologies, Inc.",12.99B,11.85,-2.87%,2.64B,"50,715,929",Credit Services,Financials,27.82%,479.14M,-1.27B,-375.20M
211,FLEX,Flex Ltd.,12.71B,33.18,-3.71%,25.58B,"2,684,003",Electronic Components,Technology,-1.14%,1.01B,1.34B,-1.84B
212,MORN,"Morningstar, Inc.",12.69B,296.11,-1.95%,2.28B,"166,029",Financial Data & Stock Exchanges,Financials,11.60%,369.90M,448.90M,-353.00M
213,ILMN,"Illumina, Inc.",12.67B,80.00,-2.77%,4.37B,"1,526,259",Diagnostics & Research,Healthcare,-2.93%,-1.22B,709.00M,-1.40B
214,PPC,Pilgrim's Pride Corporation,12.66B,53.39,0.28%,17.88B,"1,071,216",Packaged Foods,Consumer Staples,2.97%,1.09B,1.51B,-1.42B
215,GMAB,Genmab A/S,12.58B,19.90,-1.19%,2.99B,"899,322",Biotechnology,Healthcare,30.67%,1.09B,1.10B,2.79B
216,MNDY,monday.com Ltd.,12.54B,247.01,-3.39%,972.00M,"599,519",Software - Application,Technology,33.21%,32.37M,297.85M,1.36B
217,BSY,"Bentley Systems, Incorporated",12.54B,39.70,-1.64%,1.35B,"1,279,467",Software - Application,Technology,10.15%,234.79M,421.25M,-1.36B
218,EWBC,"East West Bancorp, Inc.",12.33B,89.07,-1.98%,2.39B,"868,008",Banks - Regional,Financials,0.99%,1.17B,1.41B,1.76B
219,MBLY,Mobileye Global Inc.,12.27B,15.11,-4.06%,1.65B,"3,748,756",Auto Parts,Consumer Discretionary,-20.44%,-3.09B,319.00M,1.38B
220,LBRDA,Liberty Broadband Corporation,12.20B,85.04,-3.19%,1.02B,"65,434",Telecom Services,Communication Services,3.57%,869.00M,-143.00M,-3.98B
221,LBRDK,Liberty Broadband Corporation,12.20B,85.13,-3.39%,1.02B,"535,564",Telecom Services,Communication Services,3.57%,869.00M,-143.00M,-3.98B
222,AKAM,"Akamai Technologies, Inc.",12.03B,80.05,-1.85%,3.99B,"1,651,115",Software - Infrastructure,Technology,4.70%,504.92M,995.90M,-2.76B
223,MRNA,"Moderna, Inc.",12.03B,31.12,-3.11%,3.24B,"5,679,096",Biotechnology,Healthcare,-52.75%,-3.56B,-4.06B,8.77B
224,CHRW,"C.H. Robinson Worldwide, Inc.",12.00B,101.13,-0.54%,17.72B,"1,165,606",Integrated Freight & Logistics,Industrials,0.73%,465.69M,486.43M,-1.60B
225,SYM,Symbotic Inc.,11.86B,20.16,-6.28%,1.91B,"1,607,167",Specialty Industrial Machinery,Industrials,43.92%,-14.13M,129.68M,878.28M
226,POOL,Pool Corporation,11.85B,314.92,-2.86%,5.31B,"254,287",Industrial Distribution,Industrials,-4.16%,432.08M,599.71M,-1.19B
227,CPB,The Campbell's Company,11.84B,39.72,0.35%,10.12B,"2,014,571",Packaged Foods,Consumer Staples,9.15%,521.00M,773.00M,-7.21B
228,INCY,Incyte Corporation,11.73B,60.60,-0.13%,4.24B,"1,162,384",Biotechnology,Healthcare,14.76%,32.62M,249.07M,2.10B
229,ALGN,"Align Technology, Inc.",11.72B,159.21,-3.09%,4.00B,"1,306,322",Medical Instruments & Supplies,Healthcare,3.54%,421.36M,622.65M,924.61M
230,AUR,"Aurora Innovation, Inc.",11.63B,6.69,-10.39%,-,"12,812,253",Information Technology Services,Technology,-,-748.00M,-645.00M,1.10B
231,COKE,"Coca-Cola Consolidated, Inc.",11.60B,"1,330.20",1.16%,6.90B,"29,635",Beverages - Non-Alcoholic,Consumer Staples,3.70%,633.13M,505.34M,-469.96M
232,FTAI,FTAI Aviation Ltd.,11.52B,112.36,-1.89%,1.73B,"1,385,977",Rental & Leasing Services,Industrials,48.17%,-32.08M,-375.24M,-3.33B
233,HTHT,H World Group Limited,11.52B,36.77,-3.44%,3.27B,"1,960,779",Lodging,Consumer Discretionary,9.18%,417.59M,911.39M,-3.34B
234,LAMR,Lamar Advertising Company,11.52B,112.46,-0.08%,2.21B,"378,382",REIT - Specialty,Real Estate,4.61%,361.50M,-,-4.51B
235,NDSN,Nordson Corporation,11.41B,200.46,-2.95%,2.67B,"291,154",Specialty Industrial Machinery,Industrials,0.79%,452.36M,464.68M,-2.16B
236,TXRH,"Texas Roadhouse, Inc.",11.37B,171.05,-2.11%,5.37B,"951,019",Restaurants,Consumer Discretionary,16.01%,433.59M,399.29M,-612.01M
237,MMYT,MakeMyTrip Limited,11.36B,103.51,-2.27%,935.76M,"537,090",Travel Services,Consumer Discretionary,28.51%,237.91M,90.32M,471.20M
238,NBIX,"Neurocrine Biosciences, Inc.",11.28B,113.16,-0.74%,2.36B,"800,709",Drug Manufacturers - Specialty & Generic,Healthcare,24.81%,341.30M,557.20M,580.40M
239,GGAL,Grupo Financiero Galicia S.A.,10.96B,55.78,-1.13%,6.78B,"742,760",Banks - Regional,Financials,-3.29%,1.57B,-11.64B,1.05B
240,WWD,"Woodward, Inc.",10.88B,183.29,-2.52%,3.31B,"327,737",Aerospace & Defense,Industrials,7.38%,370.02M,338.77M,-642.14M
241,SAIL,"SailPoint, Inc.",10.88B,19.54,-4.78%,861.61M,"1,905,561",Software - Application,Technology,91.45%,-1.08B,-111.75M,-903.17M
242,LKQ,LKQ Corporation,10.78B,41.59,0.46%,14.36B,"2,607,671",Auto Parts,Consumer Discretionary,3.53%,690.00M,810.00M,-5.38B
243,LECO,"Lincoln Electric Holdings, Inc.",10.74B,190.29,-2.35%,4.01B,"268,071",Tools & Accessories,Industrials,-4.37%,466.11M,482.37M,-883.81M
244,RGLD,"Royal Gold, Inc.",10.67B,162.19,0.55%,712.77M,"512,162",Gold,Materials,19.11%,332.02M,426.94M,190.53M
245,MANH,"Manhattan Associates, Inc.",10.60B,173.48,-0.77%,1.04B,"627,951",Software - Application,Technology,12.24%,218.36M,286.33M,214.90M
246,ROKU,"Roku, Inc.",10.58B,72.49,-4.68%,4.11B,"3,047,043",Entertainment,Communication Services,18.03%,-129.39M,212.98M,1.57B
247,CART,Maplebear Inc.,10.51B,39.73,-1.95%,3.38B,"2,344,383",Internet Retail,Consumer Discretionary,11.05%,448.00M,623.00M,1.34B
248,PCTY,Paylocity Holding Corporation,10.41B,186.33,-2.51%,1.50B,"310,122",Software - Application,Technology,15.96%,221.17M,375.92M,100.23M
249,VTRS,Viatris Inc.,10.36B,8.68,-1.81%,14.74B,"10,949,307",Drug Manufacturers - Specialty & Generic,Healthcare,-4.46%,-634.20M,1.98B,-13.22B
250,SWKS,"Skyworks Solutions, Inc.",10.31B,64.12,-3.29%,4.05B,"2,353,426",Semiconductors,Technology,-12.91%,526.70M,1.25B,561.80M
251,EXEL,"Exelixis, Inc.",10.27B,36.70,-0.38%,2.17B,"1,259,311",Biotechnology,Healthcare,18.50%,521.27M,671.54M,895.44M
252,NICE,NICE Ltd.,10.21B,155.48,-2.11%,2.74B,"366,446",Software - Application,Technology,15.05%,442.59M,797.68M,1.06B
253,DOX,Amdocs Limited,10.20B,90.95,-1.16%,4.87B,"534,268",Software - Infrastructure,Technology,-1.56%,496.37M,558.49M,-444.78M
254,HST,"Host Hotels & Resorts, Inc.",10.11B,14.27,-1.79%,5.69B,"8,374,534",REIT - Hotel & Motel,Real Estate,7.03%,697.00M,-,-5.09B
255,ALAB,"Astera Labs, Inc.",9.86B,60.78,-3.20%,396.29M,"3,123,248",Semiconductors,Technology,242.24%,-83.42M,102.43M,911.23M
256,SEIC,SEI Investments Company,9.79B,77.11,-1.33%,2.13B,"900,413",Asset Management,Financials,10.70%,581.19M,590.12M,837.34M
257,VNOM,"Viper Energy, Inc.",9.68B,44.19,-0.47%,817.20M,"1,241,750",Oil & Gas Midstream,Energy,3.34%,359.25M,-76.63M,-1.06B
258,WBA,"Walgreens Boots Alliance, Inc.",9.68B,11.19,0.27%,150.41B,"12,140,987",Pharmaceutical Retailers,Healthcare,5.62%,-8.83B,-,-30.51B
259,SAIA,"Saia, Inc.",9.53B,359.00,-4.52%,3.21B,"447,269",Trucking,Industrials,11.37%,362.07M,-459.86M,-304.99M
260,MEDP,"Medpace Holdings, Inc.",9.52B,312.36,-1.34%,2.11B,"343,115",Diagnostics & Research,Healthcare,11.84%,404.34M,572.27M,519.91M
261,MRNO,Murano Global Investments Plc,9.42B,10.47,-0.65%,27.95M,"1,430",Real Estate - Development,Real Estate,211.17%,-103.95M,-59.90M,-508.41M
262,WIX,Wix.com Ltd.,9.30B,166.36,-4.32%,1.76B,"690,779",Software - Infrastructure,Technology,12.74%,138.32M,479.60M,142.57M
263,TECH,Bio-Techne Corporation,9.28B,58.73,-2.04%,1.20B,"1,481,251",Biotechnology,Healthcare,4.46%,158.10M,254.30M,-217.58M
264,ASND,Ascendis Pharma A/S,9.26B,154.68,-2.06%,376.48M,"288,994",Biotechnology,Healthcare,36.34%,-391.43M,-334.56M,-307.56M
265,TLN,Talen Energy Corporation,9.08B,197.48,-2.62%,2.07B,"838,324",Utilities - Independent Power Producers,Utilities,-15.01%,998.00M,67.00M,-2.68B
266,FYBR,"Frontier Communications Parent, Inc.",8.96B,35.89,-0.06%,5.94B,"1,849,318",Telecom Services,Communication Services,3.23%,-322.00M,-1.16B,-11.30B
267,PCVX,"Vaxcyte, Inc.",8.94B,69.46,-1.85%,-,"635,078",Biotechnology,Healthcare,-,-463.93M,-571.79M,1.68B
268,MASI,Masimo Corporation,8.82B,163.55,-2.92%,2.09B,"594,344",Medical Devices,Healthcare,2.26%,-304.90M,176.40M,-668.50M
269,DRS,"Leonardo DRS, Inc.",8.71B,32.83,-1.91%,3.23B,"569,311",Aerospace & Defense,Industrials,14.44%,213.00M,186.00M,140.00M
270,WYNN,"Wynn Resorts, Limited",8.68B,82.33,-4.43%,7.13B,"2,483,622",Resorts & Casinos,Consumer Discretionary,9.13%,501.08M,1.01B,-9.84B
271,DSGX,The Descartes Systems Group Inc.,8.60B,100.24,-1.37%,651.00M,"200,644",Software - Application,Technology,13.63%,143.27M,212.53M,228.24M
272,TTAN,"ServiceTitan, Inc.",8.59B,95.40,0.27%,771.88M,"498,220",Software - Application,Technology,25.64%,-359.73M,33.25M,276.39M
273,AGNC,AGNC Investment Corp.,8.57B,9.52,-2.46%,973.00M,"34,328,251",REIT - Mortgage,Real Estate,287.65%,731.00M,-,-43.11B
274,HSIC,"Henry Schein, Inc.",8.52B,68.62,-1.12%,12.67B,"815,823",Medical Distribution,Healthcare,2.71%,390.00M,700.00M,-2.75B
275,BZ,Kanzhun Limited,8.47B,19.46,-2.99%,1.01B,"3,401,960",Internet Content & Information,Communication Services,23.58%,217.10M,487.71M,1.97B
276,HAS,"Hasbro, Inc.",8.45B,60.59,-1.29%,4.14B,"865,956",Leisure,Consumer Discretionary,-17.35%,385.60M,760.20M,-2.83B
277,RKLB,"Rocket Lab USA, Inc.",8.45B,18.62,1.09%,436.21M,"25,408,249",Aerospace & Defense,Industrials,78.34%,-190.18M,-115.98M,4.82M
278,PARAA,Paramount Global,8.32B,22.65,-3.94%,29.21B,"29,322",Entertainment,Communication Services,-1.48%,-6.20B,489.00M,-13.17B
279,CBSH,"Commerce Bancshares, Inc.",8.25B,61.62,-1.04%,1.63B,"395,910",Banks - Regional,Financials,5.16%,521.42M,531.73M,1.12B
280,TEM,"Tempus AI, Inc.",8.24B,47.83,-7.97%,693.40M,"9,118,063",Health Information Services,Healthcare,30.38%,-746.33M,-211.17M,-19.83M
281,HLNE,Hamilton Lane Incorporated,8.24B,147.08,-2.47%,691.66M,"374,720",Asset Management,Financials,41.16%,215.28M,272.93M,-97.11M
282,MIDD,The Middleby Corporation,8.19B,152.76,-2.78%,3.88B,"433,807",Specialty Industrial Machinery,Industrials,-4.00%,428.43M,637.51M,-1.83B
283,CHDN,Churchill Downs Incorporated,8.18B,111.23,-1.04%,2.73B,"451,456",Gambling,Consumer Discretionary,11.07%,426.80M,225.70M,-4.80B
284,MKTX,MarketAxess Holdings Inc.,8.17B,216.75,-1.03%,817.10M,"352,180",Capital Markets,Financials,8.58%,274.18M,375.30M,570.78M
285,ENPH,"Enphase Energy, Inc.",8.17B,61.65,1.55%,1.33B,"3,279,638",Solar,Technology,-41.93%,102.66M,480.09M,291.35M
286,CFLT,"Confluent, Inc.",8.13B,24.33,-4.85%,963.64M,"4,364,198",Software - Infrastructure,Technology,24.03%,-345.07M,30.89M,800.58M
287,EXAS,Exact Sciences Corporation,8.11B,43.66,-2.96%,2.76B,"1,312,328",Diagnostics & Research,Healthcare,10.37%,-1.03B,74.55M,-1.74B
288,APPF,"AppFolio, Inc.",8.06B,221.30,-1.73%,794.20M,"227,280",Software - Application,Technology,28.01%,204.07M,186.14M,236.50M
289,PNFP,"Pinnacle Financial Partners, Inc.",8.05B,105.06,-2.17%,1.62B,"427,884",Banks - Regional,Financials,0.90%,459.86M,809.79M,651.25M
290,DBX,"Dropbox, Inc.",8.01B,26.56,-1.39%,2.55B,"2,820,644",Software - Infrastructure,Technology,1.86%,452.30M,871.60M,-1.40B
291,BILI,Bilibili Inc.,8.01B,19.22,-4.66%,3.68B,"3,884,987",Internet Content & Information,Communication Services,19.10%,-184.52M,-,1.58B
292,FRHC,Freedom Holding Corp.,7.98B,131.63,-4.65%,1.58B,"59,176",Financial Conglomerates,Financials,79.07%,322.56M,591.24M,1.28B
293,XP,XP Inc.,7.95B,14.80,0.89%,2.63B,"14,667,954",Capital Markets,Financials,14.10%,729.75M,1.92B,10.34B
294,SFD,"Smithfield Foods, Inc.",7.95B,20.23,0.60%,14.14B,"402,921",Farm Products,Consumer Staples,-0.55%,953.00M,867.00M,-1.40B
295,GTLB,GitLab Inc.,7.93B,48.38,-3.59%,759.25M,"1,832,405",Software - Infrastructure,Technology,30.93%,-6.33M,-75.40M,991.99M
296,VFS,VinFast Auto Ltd.,7.93B,3.390,4.31%,1.52B,"490,147",Auto Manufacturers,Consumer Discretionary,64.54%,-143.18M,-2.47B,-3.02B
297,CELH,"Celsius Holdings, Inc.",7.91B,33.65,-4.27%,1.36B,"6,316,908",Beverages - Non-Alcoholic,Consumer Staples,2.85%,107.46M,239.51M,869.94M
298,HALO,"Halozyme Therapeutics, Inc.",7.86B,63.84,-0.99%,1.02B,"1,195,693",Biotechnology,Healthcare,22.44%,444.09M,468.37M,-940.43M
299,TTEK,"Tetra Tech, Inc.",7.81B,29.15,-1.19%,4.50B,"1,087,480",Engineering & Construction,Industrials,11.77%,259.16M,344.39M,-836.29M
300,PARA,Paramount Global,7.75B,11.56,-1.03%,29.21B,"5,554,176",Entertainment,Communication Services,-1.48%,-6.20B,489.00M,-13.17B
301,SIRI,Sirius XM Holdings Inc.,7.71B,22.75,-4.49%,8.70B,"5,746,981",Entertainment,Communication Services,-2.84%,-1.67B,1.01B,-10.55B
302,MTCH,"Match Group, Inc.",7.67B,30.63,-3.80%,3.48B,"3,534,695",Internet Content & Information,Communication Services,3.41%,551.28M,882.14M,-2.98B
303,BECN,"Beacon Roofing Supply, Inc.",7.65B,123.82,-0.03%,9.76B,"4,132,086",Industrial Distribution,Industrials,7.06%,361.70M,292.80M,-3.38B
304,APA,APA Corporation,7.62B,20.92,-1.32%,9.47B,"6,916,891",Oil & Gas Exploration & Production,Energy,16.45%,804.00M,709.00M,-5.79B
305,ASTS,"AST SpaceMobile, Inc.",7.61B,24.06,-6.74%,4.42M,"9,793,335",Communication Equipment,Technology,-,-300.08M,-300.27M,391.99M
306,LSCC,Lattice Semiconductor Corporation,7.61B,55.30,-6.51%,509.40M,"2,479,576",Semiconductors,Technology,-30.90%,61.13M,119.89M,118.04M
307,EXLS,"ExlService Holdings, Inc.",7.60B,46.80,-0.57%,1.84B,"587,040",Information Technology Services,Technology,12.74%,198.30M,222.26M,-26.03M
308,FSV,FirstService Corporation,7.57B,166.05,-1.69%,5.22B,"167,237",Real Estate Services,Real Estate,20.36%,134.38M,172.88M,-1.34B
309,LNW,"Light & Wonder, Inc.",7.53B,89.09,-10.34%,3.19B,"1,479,110",Gambling,Consumer Discretionary,9.86%,336.00M,338.00M,-3.72B
310,HQY,"HealthEquity, Inc.",7.52B,86.96,-2.11%,1.20B,"1,168,615",Health Information Services,Healthcare,20.03%,96.70M,337.77M,-812.57M
311,RGEN,Repligen Corporation,7.49B,133.41,-2.71%,634.44M,"841,198",Medical Instruments & Supplies,Healthcare,0.33%,-25.51M,149.72M,71.11M
312,WTFC,Wintrust Financial Corporation,7.48B,112.12,-1.53%,2.35B,"332,226",Banks - Regional,Financials,8.88%,667.08M,635.53M,439.07M
313,JAZZ,Jazz Pharmaceuticals plc,7.47B,122.92,-2.75%,4.07B,"1,649,498",Biotechnology,Healthcare,6.12%,560.12M,1.36B,-3.17B
314,ROIV,Roivant Sciences Ltd.,7.41B,10.38,-0.95%,122.59M,"3,939,693",Biotechnology,Healthcare,140.04%,-116.62M,-779.48M,5.05B
315,ENSG,"The Ensign Group, Inc.",7.34B,128.74,0.23%,4.26B,"291,599",Medical Care Facilities,Healthcare,14.24%,297.97M,188.95M,-1.45B
316,MTSI,"MACOM Technology Solutions Holdings, Inc.",7.32B,98.47,-3.37%,790.55M,"779,627",Semiconductors,Technology,26.40%,-103.20M,173.07M,116.58M
317,ZION,"Zions Bancorporation, National Association",7.32B,49.47,-1.57%,3.06B,"1,457,029",Banks - Regional,Financials,2.51%,729.00M,1.05B,63.00M
318,UMBF,UMB Financial Corporation,7.28B,100.19,-1.63%,1.57B,"351,363",Banks - Regional,Financials,10.36%,441.24M,201.08M,-1.67B
319,MDGL,"Madrigal Pharmaceuticals, Inc.",7.24B,327.87,-2.79%,180.13M,"195,804",Biotechnology,Healthcare,-,-465.89M,-457.03M,806.68M
320,SATS,EchoStar Corporation,7.16B,24.99,-4.47%,15.83B,"1,531,352",Communication Equipment,Technology,-6.99%,-119.55M,-292.18M,-24.80B
321,CVLT,"Commvault Systems, Inc.",7.13B,161.98,-2.00%,943.87M,"288,919",Software - Application,Technology,15.19%,171.23M,206.58M,231.97M
322,AAL,American Airlines Group Inc.,7.04B,10.70,-3.95%,54.21B,"59,151,962",Airlines,Industrials,2.70%,846.00M,1.30B,-29.93B
323,LCID,"Lucid Group, Inc.",7.03B,2.320,-4.13%,807.83M,"71,232,225",Auto Manufacturers,Consumer Discretionary,35.71%,-3.06B,-2.90B,1.55B
324,CWST,"Casella Waste Systems, Inc.",7.01B,110.70,-0.04%,1.56B,"221,831",Waste Management,Industrials,23.15%,13.54M,78.13M,-848.93M
325,RVMD,"Revolution Medicines, Inc.",6.94B,37.35,-1.97%,-,"811,026",Biotechnology,Healthcare,-,-600.09M,-567.74M,2.15B
326,OLLI,"Ollie's Bargain Outlet Holdings, Inc.",6.94B,113.24,0.15%,2.27B,"923,140",Discount Stores,Consumer Staples,8.04%,199.76M,227.45M,-136.20M
327,OLED,Universal Display Corporation,6.89B,145.17,-3.05%,647.68M,"476,057",Electronic Components,Technology,12.36%,221.55M,211.10M,469.69M
328,CRDO,Credo Technology Group Holding Ltd,6.88B,40.51,-4.53%,327.53M,"2,955,834",Semiconductors,Technology,99.38%,5.12M,-24.18M,363.07M
329,SRPT,"Sarepta Therapeutics, Inc.",6.83B,70.41,-1.95%,1.90B,"945,402",Biotechnology,Healthcare,52.97%,235.24M,-342.74M,11.92M
330,ONB,Old National Bancorp,6.71B,21.03,-2.00%,1.76B,"1,363,582",Banks - Regional,Financials,-0.04%,523.05M,592.02M,-4.48B
331,QRVO,"Qorvo, Inc.",6.68B,71.50,-2.97%,3.79B,"2,241,745",Semiconductors,Technology,9.51%,26.99M,483.56M,-779.80M
332,BBIO,"BridgeBio Pharma, Inc.",6.68B,35.11,-3.54%,221.90M,"1,191,232",Biotechnology,Healthcare,"2,285.27%",-535.76M,-521.66M,-1.05B
333,BOKF,BOK Financial Corporation,6.66B,103.64,-1.55%,2.03B,"121,716",Banks - Regional,Financials,0.81%,518.58M,1.26B,1.64B
334,CHRD,Chord Energy Corporation,6.65B,111.73,-0.37%,4.92B,"445,831",Oil & Gas Exploration & Production,Energy,35.23%,845.19M,918.15M,-863.75M
335,COOP,Mr. Cooper Group Inc.,6.65B,104.49,-2.39%,2.23B,"436,389",Mortgage Finance,Financials,24.03%,669.00M,-2.07B,-11.87B
336,LNTH,"Lantheus Holdings, Inc.",6.60B,96.16,-0.91%,1.53B,"617,649",Drug Manufacturers - Specialty & Generic,Healthcare,18.32%,312.44M,412.21M,291.51M
337,SRAD,Sportradar Group AG,6.58B,21.98,-2.31%,1.15B,"973,182",Software - Application,Technology,26.09%,35.36M,376.28M,312.29M
338,OTEX,Open Text Corporation,6.57B,25.29,-4.53%,5.41B,"986,665",Software - Application,Technology,-4.97%,660.74M,683.00M,-5.54B
339,WAY,Waystar Holding Corp.,6.51B,37.83,-1.84%,943.55M,"2,237,236",Health Information Services,Healthcare,19.28%,-19.13M,142.50M,-1.08B
